company_code,year,index_id,index_name,value,unit,source
VNM,2023,21,Net Income,3926232003987.0,VND,pdf
VNM,2023,22,Total shareholders' equity,35025743765470.0,VND,pdf
VNM,2023,23,Market value of equity,121796300812711.17,VND,yahoo
VNM,2023,24,Total liabilities,17647627338990.0,VND,pdf
VNM,2023,28,Cash and cash equivalent,2912027.0,VND,pdf
VNM,2023,29,Long-term debt,508937364128.0,VND,pdf
VNM,2023,30,Current assets,31560382174201.0,VND,pdf
VNM,2023,31,Current liabilities,17138689974.0,VND,pdf
VNM,2023,32,Growth ratio,-1.05,%,computed
VNM,2023,33,Total inventory,128081805.0,VND,pdf
VNM,2023,38,Firm age,47.0,years,yahoo
VNM,2024,1,Managerial ownership,10.0,%,yahoo
VNM,2024,5,Total share outstanding,2089955445.0,shares,yahoo
VNM,2024,6,Total sales revenue and Net sales revenue,61823889921880.0,VND,pdf
VNM,2024,7,Total assets,106931095492.0,VND,pdf
VNM,2024,8,Selling expenses,13018093111879.0,VND,pdf
VNM,2024,9,General and administrative expenditure,10903632881807.0,VND,pdf
VNM,2024,10,Value of intangible assets,132226.0,VND,pdf
VNM,2024,12,Net operating income,10903632881807.0,VND,pdf
VNM,2024,14,Merchandise purchase of the year,36192.0,VND,pdf
VNM,2024,16,Outside manufacturing expenses,100773003024.0,VND,pdf
VNM,2024,17,Production cost,35824183896095.0,VND,pdf
VNM,2024,21,Net Income,232003987.0,VND,pdf
VNM,2024,22,Total shareholders' equity,36174402829663.0,VND,pdf
VNM,2024,23,Market value of equity,122045707605073.47,VND,yahoo
VNM,2024,28,Cash and cash equivalent,225943.0,VND,pdf
VNM,2024,29,Long-term debt,415111869758.0,VND,pdf
VNM,2024,30,Current assets,553650065098.0,VND,pdf
VNM,2024,31,Current liabilities,18459546837640.0,VND,pdf
VNM,2024,32,Growth ratio,2.41,%,computed
VNM,2024,33,Total inventory,5686834.0,VND,pdf
VNM,2024,37,"Net plant, property and equipment",11520200967499.0,VND,pdf
VNM,2024,38,Firm age,48.0,years,yahoo
VOS,2020,1,Managerial ownership,10.0,%,yahoo
VOS,2020,6,Total sales revenue and Net sales revenue,1551284817195.0,VND,pdf
VOS,2020,8,Selling expenses,-259920991567.0,VND,pdf
VOS,2020,9,General and administrative expenditure,-259920991567.0,VND,pdf
VOS,2020,10,Value of intangible assets,8868.0,VND,pdf
VOS,2020,12,Net operating income,-259920991567.0,VND,pdf
VOS,2020,14,Merchandise purchase of the year,310986104537.0,VND,pdf
VOS,2020,17,Production cost,310986104537.0,VND,pdf
VOS,2020,21,Net Income,-921195933486.0,VND,pdf
VOS,2020,22,Total shareholders' equity,508497397583.0,VND,pdf
VOS,2020,24,Total liabilities,1327305570498.0,VND,pdf
VOS,2020,25,Net cash from operating activities,34802031464.0,VND,pdf
VOS,2020,27,Cash flows from investing activities,77693453410.0,VND,pdf
VOS,2020,28,Cash and cash equivalent,53009600464.0,VND,pdf
VOS,2020,29,Long-term debt,1375508985022.0,VND,pdf
VOS,2020,30,Current assets,36169413350.0,VND,pdf
VOS,2020,33,Total inventory,75028554197.0,VND,pdf
VOS,2020,37,"Net plant, property and equipment",1793032291971.0,VND,pdf
VOS,2020,38,Firm age,50.0,years,yahoo
VOS,2021,1,Managerial ownership,10.0,%,yahoo
VOS,2021,8,Selling expenses,190049210029.0,VND,pdf
VOS,2021,9,General and administrative expenditure,120275894380.0,VND,pdf
VOS,2021,14,Merchandise purchase of the year,74487728.0,VND,pdf
VOS,2021,21,Net Income,264466856147.0,VND,pdf
VOS,2021,22,Total shareholders' equity,124351620000.0,VND,pdf
VOS,2021,33,Total inventory,122042852881.0,VND,pdf
VOS,2021,38,Firm age,51.0,years,yahoo
VOS,2022,1,Managerial ownership,10.0,%,yahoo
VOS,2022,6,Total sales revenue and Net sales revenue,2398917958769.0,VND,pdf
VOS,2022,8,Selling expenses,-660732503060.0,VND,pdf
VOS,2022,14,Merchandise purchase of the year,87616237108.0,VND,pdf
VOS,2022,21,Net Income,242481762.0,VND,pdf
VOS,2022,22,Total shareholders' equity,1380558911242.0,VND,pdf
VOS,2022,24,Total liabilities,435706116007.0,VND,pdf
VOS,2022,28,Cash and cash equivalent,176029928335.0,VND,pdf
VOS,2022,33,Total inventory,479008495760.0,VND,pdf
VOS,2022,35,EPS,41450540.0,VND,pdf
VOS,2022,36,Number of employees,1476.0,people,pdf
VOS,2022,38,Firm age,52.0,years,yahoo
VOS,2023,1,Managerial ownership,10.0,%,yahoo
VOS,2023,5,Total share outstanding,140000000.0,shares,yahoo
VOS,2023,6,Total sales revenue and Net sales revenue,3188690186869.0,VND,pdf
VOS,2023,7,Total assets,2715145833095.0,VND,pdf
VOS,2023,9,General and administrative expenditure,44235535550.0,VND,pdf
VOS,2023,10,Value of intangible assets,1509100000.0,VND,pdf
VOS,2023,16,Outside manufacturing expenses,2724847895.0,VND,pdf
VOS,2023,21,Net Income,217431709648.0,VND,pdf
VOS,2023,22,Total shareholders' equity,1672142080893.0,VND,pdf
VOS,2023,23,Market value of equity,1485584843750.0,VND,yahoo
VOS,2023,24,Total liabilities,1043003752202.0,VND,pdf
VOS,2023,25,Net cash from operating activities,243036586.0,VND,pdf
VOS,2023,27,Cash flows from investing activities,-139399326420.0,VND,pdf
VOS,2023,28,Cash and cash equivalent,260407006318.0,VND,pdf
VOS,2023,29,Long-term debt,518733835454.0,VND,pdf
VOS,2023,30,Current assets,1581022452852.0,VND,pdf
VOS,2023,31,Current liabilities,524269916748.0,VND,pdf
VOS,2023,32,Growth ratio,32.92,%,computed
VOS,2023,33,Total inventory,123257501602.0,VND,pdf
VOS,2023,35,EPS,6102804271.0,VND,pdf
VOS,2023,37,"Net plant, property and equipment",1207644514882.0,VND,pdf
VOS,2023,38,Firm age,53.0,years,yahoo
VOS,2024,1,Managerial ownership,10.0,%,yahoo
VOS,2024,5,Total share outstanding,140000000.0,shares,yahoo
VOS,2024,6,Total sales revenue and Net sales revenue,5576148117488.0,VND,pdf
VOS,2024,7,Total assets,2891191736938.0,VND,pdf
VOS,2024,8,Selling expenses,63340144466.0,VND,pdf
VOS,2024,14,Merchandise purchase of the year,1384340.0,VND,pdf
VOS,2024,16,Outside manufacturing expenses,3789904019.0,VND,pdf
VOS,2024,21,Net Income,13937408405.0,VND,pdf
VOS,2024,22,Total shareholders' equity,1988924446304.0,VND,pdf
VOS,2024,23,Market value of equity,2247924492187.5,VND,yahoo
VOS,2024,24,Total liabilities,882507833743.0,VND,pdf
VOS,2024,28,Cash and cash equivalent,494056303894.0,VND,pdf
VOS,2024,32,Growth ratio,74.87,%,computed
VOS,2024,37,"Net plant, property and equipment",1092576850943.0,VND,pdf
VOS,2024,38,Firm age,54.0,years,yahoo
